
Began Switching at 2020-02-13 01:23:46
2020-02-27 03:17:54 Reading Soil Box #1
2020-02-27 03:17:55 Reading Soil Box #2
2020-02-27 03:17:56 Reading Soil Box #3
2020-02-27 03:17:57 Reading Soil Box #4
2020-02-27 03:17:58 Reading Soil Box #1
2020-02-27 03:17:59 Reading Soil Box #2
2020-02-27 03:18:00 Reading Soil Box #3
2020-02-27 03:18:01 Reading Soil Box #4
2020-02-27 03:18:02 Reading Soil Box #1
2020-02-27 03:18:03 Reading Soil Box #2
2020-02-27 03:18:04 Reading Soil Box #3
2020-02-27 03:18:05 Reading Soil Box #4
2020-02-27 03:18:06 Reading Soil Box #1
2020-02-27 03:18:07 Reading Soil Box #2
2020-02-27 03:18:08 Reading Soil Box #3
2020-02-27 03:18:09 Reading Soil Box #4
2020-02-27 03:18:10 Reading Soil Box #1
2020-02-27 03:18:11 Reading Soil Box #2
2020-02-27 03:18:12 Reading Soil Box #3
2020-02-27 03:18:13 Reading Soil Box #4
2020-02-27 03:18:14 Reading Soil Box #1
2020-02-27 03:18:15 Reading Soil Box #2
2020-02-27 03:18:16 Reading Soil Box #3
2020-02-27 03:18:17 Reading Soil Box #4
2020-02-27 03:18:18 Reading Soil Box #1
2020-02-27 03:18:19 Reading Soil Box #2
2020-02-27 03:18:20 Reading Soil Box #3
2020-02-27 03:18:21 Reading Soil Box #4
2020-02-27 03:18:22 Reading Soil Box #1
2020-02-27 03:18:23 Reading Soil Box #2
2020-02-27 03:18:24 Reading Soil Box #3
2020-02-27 03:18:25 Reading Soil Box #4
2020-02-27 03:18:26 Reading Soil Box #1
2020-02-27 03:18:27 Reading Soil Box #2
2020-02-27 03:18:28 Reading Soil Box #3
2020-02-27 03:18:29 Reading Soil Box #4
2020-02-27 03:18:30 Reading Soil Box #1
2020-02-27 03:18:31 Reading Soil Box #2
2020-02-27 03:18:32 Reading Soil Box #3
2020-02-27 03:18:33 Reading Soil Box #4
2020-02-27 03:18:34 Reading Soil Box #1
2020-02-27 03:18:35 Reading Soil Box #2
2020-02-27 03:18:36 Reading Soil Box #3
2020-02-27 03:18:37 Reading Soil Box #4
2020-02-27 03:18:38 Reading Soil Box #1
2020-02-27 03:18:39 Reading Soil Box #2
2020-02-27 03:18:40 Reading Soil Box #3
2020-02-27 03:18:41 Reading Soil Box #4
2020-02-27 03:18:42 Reading Soil Box #1
2020-02-27 03:18:43 Reading Soil Box #2
2020-02-27 03:18:44 Reading Soil Box #3
2020-02-27 03:18:45 Reading Soil Box #4
2020-02-27 03:18:46 Reading Soil Box #1
2020-02-27 03:18:47 Reading Soil Box #2
2020-02-27 03:18:48 Reading Soil Box #3
2020-02-27 03:18:49 Reading Soil Box #4
2020-02-27 03:18:50 Reading Soil Box #1
2020-02-27 03:18:51 Reading Soil Box #2
2020-02-27 03:18:52 Reading Soil Box #3
2020-02-27 03:18:53 Reading Soil Box #4
2020-02-27 03:18:54 Reading Soil Box #1
2020-02-27 03:18:55 Reading Soil Box #2
2020-02-27 03:18:56 Reading Soil Box #3
2020-02-27 03:18:57 Reading Soil Box #4
2020-02-27 03:18:59 Reading Soil Box #1
2020-02-27 03:18:59 Reading Soil Box #2
2020-02-27 03:19:00 Reading Soil Box #3
2020-02-27 03:19:01 Reading Soil Box #4
2020-02-27 03:19:02 Reading Soil Box #1
2020-02-27 03:19:03 Reading Soil Box #2
2020-02-27 03:19:04 Reading Soil Box #3
2020-02-27 03:19:05 Reading Soil Box #4
2020-02-27 03:19:06 Reading Soil Box #1
2020-02-27 03:19:07 Reading Soil Box #2
2020-02-27 03:19:08 Reading Soil Box #3
2020-02-27 03:19:09 Reading Soil Box #4
2020-02-27 03:19:10 Reading Soil Box #1
2020-02-27 03:19:11 Reading Soil Box #2
2020-02-27 03:19:12 Reading Soil Box #3
2020-02-27 03:19:13 Reading Soil Box #4
2020-02-27 03:19:14 Reading Soil Box #1
2020-02-27 03:19:15 Reading Soil Box #2
2020-02-27 03:19:16 Reading Soil Box #3
2020-02-27 03:19:17 Reading Soil Box #4
2020-02-27 03:19:18 Reading Soil Box #1
2020-02-27 03:19:19 Reading Soil Box #2
2020-02-27 03:19:20 Reading Soil Box #3
2020-02-27 03:19:21 Reading Soil Box #4
2020-02-27 03:19:22 Reading Soil Box #1
2020-02-27 03:19:23 Reading Soil Box #2
2020-02-27 03:19:24 Reading Soil Box #3
2020-02-27 03:19:25 Reading Soil Box #4
2020-02-27 03:19:26 Reading Soil Box #1
2020-02-27 03:19:27 Reading Soil Box #2
2020-02-27 03:19:28 Reading Soil Box #3
2020-02-27 03:19:29 Reading Soil Box #4
2020-02-27 03:19:30 Reading Soil Box #1
2020-02-27 03:19:31 Reading Soil Box #2
2020-02-27 03:19:32 Reading Soil Box #3
2020-02-27 03:19:33 Reading Soil Box #4
2020-02-27 03:19:34 Reading Soil Box #1
2020-02-27 03:19:35 Reading Soil Box #2
2020-02-27 03:19:36 Reading Soil Box #3
2020-02-27 03:19:37 Reading Soil Box #4
2020-02-27 03:19:38 Reading Soil Box #1
2020-02-27 03:19:39 Reading Soil Box #2
2020-02-27 03:19:40 Reading Soil Box #3
2020-02-27 03:19:41 Reading Soil Box #4
2020-02-27 03:19:42 Reading Soil Box #1
2020-02-27 03:19:43 Reading Soil Box #2
2020-02-27 03:19:44 Reading Soil Box #3
2020-02-27 03:19:45 Reading Soil Box #4
2020-02-27 03:19:46 Reading Soil Box #1
2020-02-27 03:19:47 Reading Soil Box #2
2020-02-27 03:19:48 Reading Soil Box #3
2020-02-27 03:19:49 Reading Soil Box #4
2020-02-27 03:19:50 Reading Soil Box #1
2020-02-27 03:19:51 Reading Soil Box #2
2020-02-27 03:19:52 Reading Soil Box #3
2020-02-27 03:19:53 Reading Soil Box #4
2020-02-27 03:19:54 Reading Soil Box #1
2020-02-27 03:19:55 Reading Soil Box #2
2020-02-27 03:19:56 Reading Soil Box #3
2020-02-27 03:19:57 Reading Soil Box #4
2020-02-27 03:19:58 Reading Soil Box #1
2020-02-27 03:19:59 Reading Soil Box #2
2020-02-27 03:20:00 Reading Soil Box #3
2020-02-27 03:20:01 Reading Soil Box #4
2020-02-27 03:20:02 Reading Soil Box #1
2020-02-27 03:20:03 Reading Soil Box #2
2020-02-27 03:20:04 Reading Soil Box #3
2020-02-27 03:20:05 Reading Soil Box #4
2020-02-27 03:20:06 Reading Soil Box #1
2020-02-27 03:20:07 Reading Soil Box #2
2020-02-27 03:20:08 Reading Soil Box #3
2020-02-27 03:20:09 Reading Soil Box #4
2020-02-27 03:20:10 Reading Soil Box #1
2020-02-27 03:20:11 Reading Soil Box #2
2020-02-27 03:20:12 Reading Soil Box #3
2020-02-27 03:20:13 Reading Soil Box #4
2020-02-27 03:20:14 Reading Soil Box #1
2020-02-27 03:20:15 Reading Soil Box #2
2020-02-27 03:20:16 Reading Soil Box #3
2020-02-27 03:20:17 Reading Soil Box #4
2020-02-27 03:20:18 Reading Soil Box #1
2020-02-27 03:20:19 Reading Soil Box #2
2020-02-27 03:20:20 Reading Soil Box #3
2020-02-27 03:20:21 Reading Soil Box #4
2020-02-27 03:20:22 Reading Soil Box #1
2020-02-27 03:20:23 Reading Soil Box #2
2020-02-27 03:20:24 Reading Soil Box #3
2020-02-27 03:20:25 Reading Soil Box #4
2020-02-27 03:20:26 Reading Soil Box #1
2020-02-27 03:20:27 Reading Soil Box #2
2020-02-27 03:20:28 Reading Soil Box #3
2020-02-27 03:20:29 Reading Soil Box #4
2020-02-27 03:20:30 Reading Soil Box #1
2020-02-27 03:20:31 Reading Soil Box #2
2020-02-27 03:20:32 Reading Soil Box #3
2020-02-27 03:20:33 Reading Soil Box #4
2020-02-27 03:20:34 Reading Soil Box #1
2020-02-27 03:20:35 Reading Soil Box #2
2020-02-27 03:20:36 Reading Soil Box #3
2020-02-27 03:20:37 Reading Soil Box #4
2020-02-27 03:20:38 Reading Soil Box #1
2020-02-27 03:20:39 Reading Soil Box #2
2020-02-27 03:20:40 Reading Soil Box #3
2020-02-27 03:20:41 Reading Soil Box #4
2020-02-27 03:20:42 Reading Soil Box #1
2020-02-27 03:20:43 Reading Soil Box #2
2020-02-27 03:20:44 Reading Soil Box #3
2020-02-27 03:20:45 Reading Soil Box #4
2020-02-27 03:20:46 Reading Soil Box #1
2020-02-27 03:20:47 Reading Soil Box #2
2020-02-27 03:20:48 Reading Soil Box #3
2020-02-27 03:20:49 Reading Soil Box #4
2020-02-27 03:20:50 Reading Soil Box #1
2020-02-27 03:20:51 Reading Soil Box #2
2020-02-27 03:20:52 Reading Soil Box #3
2020-02-27 03:20:53 Reading Soil Box #4
2020-02-27 03:20:54 Reading Soil Box #1
2020-02-27 03:20:55 Reading Soil Box #2
2020-02-27 03:20:56 Reading Soil Box #3
2020-02-27 03:20:57 Reading Soil Box #4
2020-02-27 03:20:58 Reading Soil Box #1
2020-02-27 03:20:59 Reading Soil Box #2
2020-02-27 03:21:00 Reading Soil Box #3
2020-02-27 03:21:01 Reading Soil Box #4
2020-02-27 03:21:02 Reading Soil Box #1
2020-02-27 03:21:03 Reading Soil Box #2
2020-02-27 03:21:04 Reading Soil Box #3
2020-02-27 03:21:05 Reading Soil Box #4
2020-02-27 03:21:06 Reading Soil Box #1
2020-02-27 03:21:07 Reading Soil Box #2
2020-02-27 03:21:08 Reading Soil Box #3
2020-02-27 03:21:09 Reading Soil Box #4
2020-02-27 03:21:10 Reading Soil Box #1
2020-02-27 03:21:11 Reading Soil Box #2
2020-02-27 03:21:12 Reading Soil Box #3
2020-02-27 03:21:13 Reading Soil Box #4
2020-02-27 03:21:14 Reading Soil Box #1
2020-02-27 03:21:15 Reading Soil Box #2
2020-02-27 03:21:16 Reading Soil Box #3
2020-02-27 03:21:17 Reading Soil Box #4
2020-02-27 03:21:18 Reading Soil Box #1
2020-02-27 03:21:19 Reading Soil Box #2
2020-02-27 03:21:20 Reading Soil Box #3
2020-02-27 03:21:21 Reading Soil Box #4
2020-02-27 03:21:22 Reading Soil Box #1
2020-02-27 03:21:23 Reading Soil Box #2
2020-02-27 03:21:24 Reading Soil Box #3
2020-02-27 03:21:25 Reading Soil Box #4
2020-02-27 03:21:26 Reading Soil Box #1
2020-02-27 03:21:27 Reading Soil Box #2
2020-02-27 03:21:28 Reading Soil Box #3
2020-02-27 03:21:29 Reading Soil Box #4
2020-02-27 03:21:30 Reading Soil Box #1
2020-02-27 03:21:31 Reading Soil Box #2
2020-02-27 03:21:32 Reading Soil Box #3
2020-02-27 03:21:33 Reading Soil Box #4
2020-02-27 03:21:34 Reading Soil Box #1
2020-02-27 03:21:35 Reading Soil Box #2
2020-02-27 03:21:36 Reading Soil Box #3
2020-02-27 03:21:37 Reading Soil Box #4
2020-02-27 03:21:38 Reading Soil Box #1
2020-02-27 03:21:39 Reading Soil Box #2
2020-02-27 03:21:40 Reading Soil Box #3
2020-02-27 03:21:41 Reading Soil Box #4
2020-02-27 03:21:42 Reading Soil Box #1
2020-02-27 03:21:43 Reading Soil Box #2
2020-02-27 03:21:44 Reading Soil Box #3
2020-02-27 03:21:45 Reading Soil Box #4
2020-02-27 03:21:46 Reading Soil Box #1
2020-02-27 03:21:47 Reading Soil Box #2
2020-02-27 03:21:48 Reading Soil Box #3
2020-02-27 03:21:49 Reading Soil Box #4
2020-02-27 03:21:50 Reading Soil Box #1
2020-02-27 03:21:51 Reading Soil Box #2
2020-02-27 03:21:52 Reading Soil Box #3
2020-02-27 03:21:53 Reading Soil Box #4
2020-02-27 03:21:54 Reading Soil Box #1
2020-02-27 03:21:55 Reading Soil Box #2
2020-02-27 03:21:56 Reading Soil Box #3
Program Terminated at 2020-02-27 03:21:56
Elapsed Time: 474.148 seconds
